年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型
H23,8,9～10,塩酸の入ったタンクの上部配管を移設するため、作業員Ａは、配管の切断位置等を確認するためタンク上へ乗ったところ、タンク天板が抜けてタンク内部に転落した。それを目撃した同僚Ｂは、Ａを助けるため、タンク上のマンホール部にしゃがんで救助を試みるもマンホールごと抜けてしまい、Ｂもタンク内に転落した。タンクはＦＲＰ製で、塩酸濃度は３５％であった。また、内容量は６．８立方メートル、水深約２ｍであった。,建設業,その他の建設業,機械器具設置工事業,10～29,その他の装置等,その他の装置、設備,その他の装置、設備,有害物等との接触
H23,8,9～10,塩酸の入ったタンクの上部配管を移設するため、作業員Ａは、配管の切断位置等を確認するためタンク上へ乗ったところ、タンク天板が抜けてタンク内部に転落した。それを目撃した同僚Ｂは、Ａを助けるため、タンク上のマンホール部にしゃがんで救助を試みるもマンホールごと抜けてしまい、Ｂもタンク内に転落した。タンクはＦＲＰ製で、塩酸濃度は３５％であった。また、内容量は６．８立方メートル、水深約２ｍであった。,建設業,その他の建設業,機械器具設置工事業,10～29,その他の装置等,その他の装置、設備,その他の装置、設備,有害物等との接触
H23,8,10～11,平成２３年８月６日午前１０時１０分頃、八千代市に所在する工場敷地内で、高さ６．５メートルの立木（マテバシイ）の剪定にあたり、当該木に上って作業していたところ、高さ約３．４メートルの地点から隣接する住宅敷地内に墜落し、被災したもの。,農林業,農業,農業,10～29,環境等,環境等,立木等,墜落、転落
H23,8,15～16,舗装修繕工事現場において、プレートコンパクター（小型締め固め振動機）を使用して舗装の継ぎ目（始端及び終端）部分の予備転圧作業を行っていた被災者が、予備転圧する際にプレートコンパクターとアスファルト舗装面との間に入れる敷板を手に持って次の施工箇所に移動中、後退してきたコンバインド振動ローラー（前輪がローラー、後輪がゴムタイヤである締め固め用の車両系建設機械、重量３．６トン）に轢かれ、死亡したもの。,建設業,土木工事業,道路建設工事業,10～29,動力機械,建設機械等,締固め用機械,はさまれ、巻き込まれ
H23,7,10～11,市発注の街路灯の更新工事において、被災者は街路灯の柱にハシゴをかけ、当該ハシゴを使用して地上２．８ｍの高さでガイシの取り付け作業を行ったところ、ハシゴのバランスが崩れ、被災者はハシゴとともに、地下道に続く階段（ＧＬより深さ１．７ｍ）に墜落したもの（墜落高さ約４．５ｍ）　被災者は病院に搬送されたが、７月１５日死亡した。,建設業,その他の建設業,電気通信工事業,0～9,その他の装置等,用具,はしご等,墜落、転落
H23,6,9～10,構内において、転倒したフォークリフトのヘッドガードとコンクリートの地面の間に頸部を挟まれている被災者を同僚が発見したもの。フォークリフトは荷を積載していないが、走行したと思われる場所は南側に行くほど角度が大きくなる傾斜地であった。南側前輪が通過したと思われる場所は１２度の傾斜地で凹凸があり、北側前輪が通過したと思われる場所は７度の傾斜地であった。,製造業,窯業土石製品製造業,セメント・同製品製造業,10～29,物上げ装置、運搬機械,動力運搬機,フォークリフト,転倒
H23,6,16～17,運動施設の立木の枝打ち作業にあたり、刈った枝を手作業で運搬していたところ、何等墜落防止措置を講じていなかったことから、高さ７０２ｃｍの擁壁上から地面に墜落し、死亡したもの。,農林業,農業,農業,0～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落
H23,6,14～15,被災者は２トントラックで、自社からタンク架台を工場内に運搬した。架台をフォークリフトでつり上げて降ろすため、労働者がフォークリフトをトラックの荷台に寄せて、荷台によじ登りフォークに繊維ベルトを掛けてシャックルで固定していたところ、シャックルを地面に落した。被災者がトラック荷台から降りてシャックルを拾おうとしたとき、架台が倒れて被災者の顔面を直撃した。,製造業,金属製品製造業,その他の金属製品製造業,10～29,荷,荷,荷姿の物,崩壊、倒壊
H23,5,14～15,バイクで夕刊配達業務の為、県道を走行中、後方から居眠り運転の乗用車に追突され、脳挫傷、心臓多量出血により死亡に至ったもの。,商業,小売業,新聞販売業,10～29,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）
H23,5,8～9,２階建ての民家の外装塗装工事において、被災者が２階屋根の雨樋を塗装する業務を１階屋根の上（約４メートル）で行っていたところ、何らかの理由で足を滑らせ滑り落ち、そのまま門扉から玄関に通じるコンクリート舗装された階段上に墜落した。,建設業,建築工事業,木造家屋建築工事業,0～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落、転落
H23,5,14～15,利用者宅の訪問介護サービスを終了し、次の利用者宅に向かう前に一旦事務所に立ち寄るために自転車で走行中、交差点を横断していたところ、右折しようとしていたトラックと接触して転倒し、同日に死亡したもの。,保健衛生業,社会福祉施設,社会福祉施設,0～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）
H23,5,19～20,１０ｔトラックの荷台左側下部に燃料タンクを取り付ける作業中に発生。　被災者はフォーク先端に燃料タンクを載せたフォークリフトのフォークの間でバックレストの前に入り、燃料タンク取付場所に位置を合わせるため、フォークリフトの運転手に合図をしていた被災者がバックレストとトラック荷台の間に頭を挟まれ死亡した。,製造業,その他の製造業,自動車整備業,0～9,物上げ装置、運搬機械,動力運搬機,フォークリフト,はさまれ、巻き込まれ
H23,4,15～16,鉄骨平屋建て倉庫の解体作業中、屋根上でスレート板を外す作業をしていた鳶工がスレートを踏み抜き、母屋の間（７５センチメートル間隔）から約５．２メートル下のコンクリート床の上に置かれたトタン板上に墜落した。,建設業,建築工事業,その他の建築工事業,100～299,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落、転落
